from,to,dist_m,speed_kmh,weight_sec,road_name,travel_time_sec,traffic_light_delay_sec,maneuver_delay_sec,intersection_delay_sec,left_turn_count,right_turn_count,straight_count
STTS Surabaya,Stasiun Gubeng,1338.4,40.0,169.46,Jalan Kusuma Bangsa,120.5,0.0,49.0,49.0,0,1,13
STTS Surabaya,Stasiun Pasar Turi,4586.3,40.0,656.77,Jalan Melati,412.8,30.0,224.0,244.0,31,3,13
STTS Surabaya,Terminal Wonokromo,9275.2,40.0,1118.77,Jalan Melati,834.8,60.0,252.0,284.0,12,9,34
STTS Surabaya,RSUD Dr. Soetomo,3369.8,40.0,401.28,Jalan Melati,303.3,15.0,86.0,98.0,2,4,12
STTS Surabaya,RS Siloam Surabaya,1820.5,40.0,250.84,Jalan Melati,163.8,0.0,87.0,87.0,8,2,9
STTS Surabaya,Balai Kota Surabaya,3490.7,40.0,488.16,Jalan Melati,314.2,30.0,154.0,174.0,19,2,13
STTS Surabaya,Tugu Pahlawan,3607.1,40.0,503.64,Jalan Melati,324.6,30.0,159.0,179.0,20,2,13
STTS Surabaya,Kebun Binatang Surabaya,6370.4,40.0,836.34,Jalan Melati,573.3,45.0,229.0,263.0,14,6,33
STTS Surabaya,House of Sampoerna,4753.4,40.0,664.81,Jalan Melati,427.8,30.0,217.0,237.0,28,2,19
STTS Surabaya,Simpang Jl. Ahmad Yani,8756.0,40.0,1088.04,Jalan Melati,788.0,60.0,268.0,300.0,10,11,36
STTS Surabaya,Simpang Wonokromo,9275.2,40.0,1118.77,Jalan Melati,834.8,60.0,252.0,284.0,12,9,34
STTS Surabaya,Simpang Darmo - Polda,5000.4,40.0,637.04,Jalan Melati,450.0,15.0,175.0,187.0,15,4,20
STTS Surabaya,Simpang Urip Sumoharjo,5189.5,40.0,671.05,Jalan Melati,467.1,15.0,192.0,204.0,15,6,19
STTS Surabaya,Simpang Basuki Rahmat,3293.1,40.0,430.38,Jalan Melati,296.4,0.0,134.0,134.0,15,2,13
STTS Surabaya,Simpang Embong Malang,3821.3,40.0,487.92,Jalan Melati,343.9,0.0,144.0,144.0,17,2,13
STTS Surabaya,Simpang Pemuda - Gubernur,1479.2,40.0,227.13,Jalan Melati,133.1,15.0,84.0,94.0,6,3,8
STTS Surabaya,Simpang Kenjeran,7914.2,40.0,1036.28,Jalan Melati,712.3,30.0,314.0,324.0,4,18,38
STTS Surabaya,Simpang Jl. Diponegoro,3542.1,40.0,486.79,Jalan Melati,318.8,45.0,146.0,168.0,3,8,17
STTS Surabaya,Simpang Raya Darmo,6007.3,40.0,754.66,Jalan Melati,540.7,15.0,202.0,214.0,9,7,29
STTS Surabaya,Simpang Joyoboyo,8735.1,40.0,1106.16,Jalan Melati,786.2,60.0,288.0,320.0,13,13,31
STTS Surabaya,Simpang HR Muhammad,6263.9,40.0,830.75,Jalan Melati,563.8,60.0,235.0,267.0,7,14,20
STTS Surabaya,Simpang Mulyosari,7493.9,40.0,1059.45,Jalan Melati,674.5,30.0,375.0,385.0,13,25,20
Tunjungan Plaza,Grand City Mall,2667.3,40.0,365.06,Jalan Tunjungan,240.1,0.0,125.0,125.0,0,8,15
Tunjungan Plaza,BG Junction,3017.7,40.0,374.59,Jalan Tunjungan,271.6,0.0,103.0,103.0,5,3,16
Tunjungan Plaza,Ciputra World,4413.5,40.0,539.21,Jalan Tunjungan,397.2,0.0,142.0,142.0,0,4,34
Tunjungan Plaza,Stasiun Gubeng,3267.8,40.0,435.1,Jalan Tunjungan,294.1,0.0,141.0,141.0,0,9,17
Tunjungan Plaza,Stasiun Pasar Turi,3855.6,40.0,511.0,Jalan Tunjungan,347.0,0.0,164.0,164.0,11,4,23
Tunjungan Plaza,Terminal Wonokromo,6125.3,40.0,812.28,Jalan Tunjungan,551.3,30.0,239.0,261.0,8,7,43
Tunjungan Plaza,RSUD Dr. Soetomo,3863.0,40.0,491.67,Jalan Tunjungan,347.7,0.0,144.0,144.0,1,10,13
Tunjungan Plaza,RS Siloam Surabaya,765.4,40.0,90.89,Jalan Tunjungan,68.9,0.0,22.0,22.0,0,1,4
Tunjungan Plaza,Balai Kota Surabaya,3236.7,40.0,426.3,Jalan Tunjungan,291.3,15.0,125.0,135.0,10,3,15
Tunjungan Plaza,Tugu Pahlawan,3353.1,40.0,441.78,Jalan Tunjungan,301.8,15.0,130.0,140.0,11,3,15
Tunjungan Plaza,Kebun Binatang Surabaya,5445.8,40.0,724.12,Jalan Tunjungan,490.1,30.0,212.0,234.0,7,6,39
Tunjungan Plaza,Monkasel Surabaya,2175.4,40.0,301.79,Jalan Tunjungan,195.8,0.0,106.0,106.0,0,7,12
Tunjungan Plaza,House of Sampoerna,4499.4,40.0,602.95,Jalan Tunjungan,404.9,15.0,188.0,198.0,19,3,21
Tunjungan Plaza,Simpang Wonokromo,6125.3,40.0,812.28,Jalan Tunjungan,551.3,30.0,239.0,261.0,8,7,43
Tunjungan Plaza,Simpang Darmo - Polda,4075.8,40.0,524.82,Jalan Tunjungan,366.8,0.0,158.0,158.0,8,4,26
Tunjungan Plaza,Simpang Urip Sumoharjo,3244.0,40.0,403.96,Jalan Tunjungan,292.0,0.0,112.0,112.0,7,2,19
Tunjungan Plaza,Simpang Basuki Rahmat,603.5,40.0,68.31,Jalan Tunjungan,54.3,0.0,14.0,14.0,1,0,3
Tunjungan Plaza,Simpang Embong Malang,1131.7,40.0,125.85,Jalan Tunjungan,101.9,0.0,24.0,24.0,3,0,3
Tunjungan Plaza,Simpang Pemuda - Gubernur,2288.5,40.0,308.96,Jalan Tunjungan,206.0,0.0,103.0,103.0,2,6,11
Tunjungan Plaza,Simpang Jl. Diponegoro,4035.3,40.0,577.18,Jalan Tunjungan,363.2,30.0,204.0,214.0,2,14,18
Tunjungan Plaza,Simpang Raya Darmo,5082.7,40.0,642.44,Jalan Tunjungan,457.4,0.0,185.0,185.0,2,7,35
Tunjungan Plaza,Simpang HR Muhammad,6757.1,40.0,921.14,Jalan Tunjungan,608.1,45.0,293.0,313.0,6,20,21
Grand City Mall,BG Junction,3911.8,40.0,533.06,Jalan Pecindilan II,352.1,0.0,181.0,181.0,15,7,12
Grand City Mall,Ciputra World,6379.4,40.0,791.15,Jalan Kapasari,574.1,45.0,183.0,217.0,9,3,36
Grand City Mall,Stasiun Gubeng,2243.4,40.0,272.91,Jalan Kapasari,201.9,15.0,59.0,71.0,1,0,18
Grand City Mall,Stasiun Pasar Turi,3880.3,40.0,545.23,Jalan Pecindilan II,349.2,0.0,196.0,196.0,20,6,12
Grand City Mall,Pelabuhan Tanjung Perak,7919.7,40.0,961.77,Jalan Pecindilan II,712.8,0.0,249.0,249.0,13,7,38
Grand City Mall,RSUD Dr. Soetomo,4411.1,40.0,541.0,Jalan Kapasari,397.0,45.0,110.0,144.0,4,3,20
Grand City Mall,RS Siloam Surabaya,2604.3,40.0,369.39,Jalan Kapasari,234.4,45.0,103.0,135.0,11,0,16
Grand City Mall,Balai Kota Surabaya,2784.7,40.0,376.62,Jalan Pecindilan II,250.6,0.0,126.0,126.0,8,5,12
Grand City Mall,Tugu Pahlawan,2901.1,40.0,392.1,Jalan Pecindilan II,261.1,0.0,131.0,131.0,9,5,12
Grand City Mall,Monkasel Surabaya,3116.2,40.0,416.46,Jalan Kapasari,280.5,45.0,102.0,136.0,7,1,19
Grand City Mall,House of Sampoerna,4047.4,40.0,553.27,Jalan Pecindilan II,364.3,0.0,189.0,189.0,17,5,18
Grand City Mall,Simpang Darmo - Polda,6041.7,40.0,776.75,Jalan Kapasari,543.8,45.0,199.0,233.0,17,3,28
Grand City Mall,Simpang Urip Sumoharjo,6230.8,40.0,810.77,Jalan Kapasari,560.8,45.0,216.0,250.0,17,5,27
Grand City Mall,Simpang Basuki Rahmat,4301.9,40.0,562.17,Jalan Pecindilan II,387.2,0.0,175.0,175.0,11,6,20
Grand City Mall,Simpang Embong Malang,4830.1,40.0,619.71,Jalan Pecindilan II,434.7,0.0,185.0,185.0,13,6,20
Grand City Mall,Simpang Pemuda - Gubernur,1946.7,40.0,270.2,Jalan Kapasari,175.2,0.0,95.0,95.0,7,3,10
Grand City Mall,Simpang Kenjeran,5622.2,40.0,787.0,Jalan Kapasari,506.0,0.0,281.0,281.0,3,20,22
Grand City Mall,Simpang Jl. Diponegoro,4583.4,40.0,626.51,Jalan Kapasari,412.5,75.0,170.0,214.0,5,7,25
Grand City Mall,Simpang Raya Darmo,7048.6,40.0,894.37,Jalan Kapasari,634.4,45.0,226.0,260.0,11,6,37
Grand City Mall,Simpang HR Muhammad,7305.2,40.0,970.47,Jalan Kapasari,657.5,90.0,259.0,313.0,9,13,28
Galaxy Mall,RSUD Dr. Soetomo,6934.1,40.0,895.07,Jalan Doktor Insinyur Haji Soekarno,624.1,0.0,271.0,271.0,34,5,17
Galaxy Mall,RS Premier Surabaya,3320.9,40.0,444.88,Jalan Doktor Insinyur Haji Soekarno,298.9,15.0,136.0,146.0,19,2,7
Galaxy Mall,Simpang Jl. Diponegoro,6159.3,40.0,802.34,Jalan Doktor Insinyur Haji Soekarno,554.3,0.0,248.0,248.0,30,5,16
Galaxy Mall,Simpang HR Muhammad,4314.1,40.0,642.27,Jalan Doktor Insinyur Haji Soekarno,388.3,0.0,254.0,254.0,25,9,13
Galaxy Mall,Simpang Mulyosari,5535.4,40.0,672.19,Jalan Doktor Insinyur Haji Soekarno,498.2,0.0,174.0,174.0,3,3,43
BG Junction,Ciputra World,5407.6,40.0,684.68,Jalan Pawiyatan,486.7,15.0,186.0,198.0,1,4,47
BG Junction,Stasiun Gubeng,5146.6,40.0,701.19,Jalan Pawiyatan,463.2,15.0,233.0,238.0,3,14,26
BG Junction,Stasiun Pasar Turi,1621.5,40.0,236.94,Jalan Pawiyatan,145.9,0.0,91.0,91.0,8,3,7
BG Junction,Pelabuhan Tanjung Perak,10869.3,40.0,1235.24,Jalan Pawiyatan,978.2,30.0,237.0,257.0,26,5,19
BG Junction,RSUD Dr. Soetomo,5741.8,40.0,757.76,Jalan Pawiyatan,516.8,15.0,236.0,241.0,4,15,22
BG Junction,RS Siloam Surabaya,2644.2,40.0,356.98,Jalan Pawiyatan,238.0,15.0,114.0,119.0,3,6,13
BG Junction,Balai Kota Surabaya,1380.4,40.0,197.24,Jalan Pawiyatan,124.2,0.0,73.0,73.0,1,5,6
BG Junction,Tugu Pahlawan,1609.9,40.0,201.89,Jalan Pawiyatan,144.9,0.0,57.0,57.0,2,2,9
BG Junction,Kebun Binatang Surabaya,5818.4,40.0,745.66,Jalan Pawiyatan,523.7,45.0,188.0,222.0,3,2,51
BG Junction,Monkasel Surabaya,4054.2,40.0,567.88,Jalan Pawiyatan,364.9,15.0,198.0,203.0,3,12,21
