osmid,lat,lon
1721971892,-7.2483609,112.643115
1721971893,-7.24947,112.6450935
1721971895,-7.2486337,112.6440361
1721971896,-7.248708,112.642947
1721971897,-7.2486928,112.650689
1721971898,-7.2487522,112.6435361
1721971899,-7.2488208,112.6464441
1721971900,-7.248845,112.6510841
1721971902,-7.2488926,112.6467106
1721971903,-7.2489134,112.6512752
1721971905,-7.2490291,112.6439316
1721971906,-7.2490111,112.6471325
1721971907,-7.249043,112.651637
1721971909,-7.2490858,112.6473632
1721971914,-7.2492974,112.6460313
1721971918,-7.2493642,112.6515699
1721971920,-7.2493716,112.6463136
1721971921,-7.2493832,112.6438298
1721971923,-7.249336,112.6483557
1721971925,-7.2496343,112.6515247
1721971926,-7.2496332,112.6472057
1721971927,-7.2496556,112.6445962
1721971928,-7.2497118,112.6475283
1721971929,-7.2497364,112.6519766
1721971930,-7.2497783,112.6455795
1721971931,-7.2498089,112.6478849
1721971932,-7.2498975,112.6514579
1721971933,-7.2499839,112.6461656
1721971935,-7.2499992,112.6519295
1721971936,-7.2500267,112.6534669
1721971938,-7.250183,112.6513967
1721971939,-7.2502759,112.6518727
1721971941,-7.2504959,112.6513449
1721971943,-7.2505247,112.6477582
1721971945,-7.2505918,112.6518506
1721971946,-7.2506166,112.648045
1721971948,-7.2507546,112.6513131
1721971949,-7.2508026,112.6486081
1721971950,-7.2508506,112.6518036
1721971953,-7.2510162,112.6512525
1721971954,-7.25112,112.6517674
1721971955,-7.2512746,112.6474878
1721971956,-7.2512888,112.6511796
1721971957,-7.2513934,112.6517318
1721971958,-7.2514015,112.6534631
1721971959,-7.2514132,112.6478511
1721971960,-7.2514742,112.6507812
1721971961,-7.2515772,112.6511156
1721971962,-7.2517491,112.6531889
1721971964,-7.2530263,112.6570257
1721971967,-7.2532969,112.658255
1722031519,-7.2116166,112.7656685
1722031520,-7.2122294,112.7596479
1722031537,-7.212253,112.7626138
1722031539,-7.2122908,112.7658167
1722031543,-7.212556,112.7657672
1722031545,-7.2125935,112.7625686
1722031546,-7.2126403,112.7596261
1722031547,-7.2126601,112.7572318
1722031548,-7.2126683,112.7657416
1722031549,-7.212742,112.7657263
1722031559,-7.2129649,112.7625203
1722031562,-7.2129813,112.7550314
1722031564,-7.2130073,112.7656725
1722031585,-7.2132563,112.7620425
1722031587,-7.2132796,112.759113
1722031589,-7.2132579,112.7656193
1722031595,-7.2133128,112.7595737
1722031604,-7.2133556,112.7609012
1722031606,-7.2133313,112.7558864
1722031608,-7.2134461,112.7608978
1722031616,-7.2136048,112.7645084
1722031618,-7.2135692,112.7545532
1722031620,-7.2136235,112.7655577
1722031622,-7.213724,112.7655419
1722031637,-7.2138894,112.7644343
1722031649,-7.2139227,112.7595508
1722031654,-7.214076,112.7654809
1722031658,-7.2142277,112.7643572
1722031659,-7.2142725,112.7622016
1722031673,-7.2143444,112.7516409
1722031684,-7.2146794,112.7653636
1722031686,-7.2147327,112.7653539
1722031690,-7.2148834,112.7642246
1722031695,-7.2149525,112.7529448
1722031696,-7.2150024,112.7537591
1722031698,-7.2150376,112.7668801
1722031699,-7.2150751,112.754489
1722031702,-7.2151634,112.7537806
1722031709,-7.2151915,112.7529629
1722031713,-7.2151846,112.7604791
1722031720,-7.2152117,112.7641441
1722031721,-7.2152826,112.76235
1722031723,-7.2153236,112.7652288
1722031725,-7.2153876,112.7652142
1722031727,-7.2154274,112.7547136
1722031728,-7.2154856,112.7603958
1722031730,-7.2154807,112.7553576
1722031732,-7.2155127,112.7538238
1722031734,-7.2155538,112.7640773
1722031743,-7.2155729,112.7624021
1722031744,-7.215561,112.7651802
1722031746,-7.2155554,112.7529834
1722031749,-7.2156986,112.7692468
1722031753,-7.2157169,112.7651461
1722031754,-7.2157085,112.7668723
1722031756,-7.2157494,112.7560234
1722031762,-7.2158129,112.7651319
1722031776,-7.2158096,112.756164
1722031779,-7.2158347,112.7640069
1722031782,-7.2158764,112.7624404
1722031783,-7.2159105,112.7639953
1722031784,-7.2159503,112.7529879
1722031785,-7.2159539,112.7668672
1722031786,-7.2160543,112.7568174
1722031788,-7.2160976,112.7639645
1722031807,-7.2160998,112.7650694
1722031810,-7.2161316,112.7650628
1722031815,-7.2162285,112.7668732
1722031817,-7.2161742,112.7624795
1722031819,-7.2162526,112.7639432
1722031822,-7.2163695,112.767581
1722031824,-7.2163552,112.7586729
1722031834,-7.2164166,112.7638897
1722031840,-7.2165018,112.7675552
1722031843,-7.216614,112.7539631
1722031844,-7.2165974,112.7615251
1722031847,-7.2166134,112.7649531
1722031853,-7.2167143,112.7675207
1722031858,-7.2166927,112.7638221
1722031860,-7.2167465,112.7625483
1722031865,-7.2168495,112.7689934
1722031869,-7.2169404,112.7637712
1722031875,-7.2170353,112.7624961
1722031882,-7.217079,112.7689411
1722031888,-7.217144,112.7614186
1722031890,-7.2171421,112.7648437
1722031899,-7.2171502,112.7540511
1722031901,-7.2171679,112.7575232
1722031908,-7.2172203,112.7637128
1722031916,-7.2175118,112.763652
1722031920,-7.2176039,112.7673324
1722031922,-7.2175584,112.7530544
1722031930,-7.2176456,112.7557617
1722031932,-7.2177696,112.7636079
1722031934,-7.2178138,112.7673048
1722031937,-7.2178793,112.7687781
1722031940,-7.217885,112.7612839
1722031946,-7.2181884,112.7584411
1722031954,-7.2180828,112.7623019
1722031957,-7.2179398,112.7687687
1722031959,-7.2180431,112.7635619
1722031966,-7.2180404,112.7672648
1722031967,-7.2181269,112.7612468
1722031970,-7.2182359,112.7672248
1722031971,-7.2182377,112.7646296
1722031973,-7.218299,112.7622433
1722031979,-7.218297,112.7686527
1722031982,-7.2183351,112.7611971
1722031985,-7.2183701,112.7599
1722032004,-7.218499,112.7621982
1722032007,-7.2184953,112.7686045
1722032009,-7.2185779,112.7611451
1722032010,-7.2185896,112.7634634
1722032011,-7.2185723,112.7569622
1722032014,-7.218711,112.7634466
1722032015,-7.2187418,112.7621504
1722032018,-7.2187987,112.7645213
1722032019,-7.2187972,112.7670882
1722032034,-7.2188635,112.7598224
1722032044,-7.2189865,112.7620975
1722032050,-7.2190493,112.7685252
1722032052,-7.2190725,112.762079
1722032054,-7.2190815,112.7633474
1722032057,-7.2191312,112.7597725
1722032065,-7.2191414,112.7662665
1722032068,-7.2192204,112.7577234
1722032075,-7.2193098,112.7633062
1722032078,-7.2195003,112.7597106
1722032081,-7.219336,112.7569349
1722032083,-7.2193648,112.7597299
1722032097,-7.2193545,112.7661743
1722032107,-7.2195172,112.7643991
1722032109,-7.2195529,112.760893
1722032111,-7.2195683,112.761972
1722032113,-7.2195506,112.7632583
1722032115,-7.2195621,112.7661026
1722032116,-7.2196039,112.7596965
1722032136,-7.2197152,112.7619414
1722032140,-7.2197986,112.7632219
1722032145,-7.2198309,112.7619173
1722032148,-7.2198562,112.7596508
1722032150,-7.2198581,112.7660077
1722032166,-7.2199839,112.7558495
1722032168,-7.2199476,112.7596308
1722032172,-7.2200151,112.7555982
1722032174,-7.2200184,112.7643014
1722032178,-7.2200178,112.7552896
1722032180,-7.2200689,112.7631496
1722032185,-7.2200958,112.7618574
1722032197,-7.2201221,112.7659226
1722032201,-7.2201982,112.757371
1722032206,-7.2202411,112.7605095
1722032208,-7.2202756,112.7642475
1722032212,-7.2203326,112.7630601
1722032216,-7.2203692,112.7618125
1722032231,-7.2203519,112.7595496
1722032232,-7.2204043,112.7658128
1722032235,-7.2204579,112.7618061
1722032243,-7.2205448,112.7641858
1722032244,-7.2205513,112.755953
1722032246,-7.2205797,112.7629848
1722032258,-7.2206351,112.761783
1722032263,-7.2206746,112.7641628
1722032267,-7.2206898,112.7617755
1722032273,-7.2206909,112.7602201
1722032279,-7.2207254,112.7594615
1722032281,-7.2207452,112.7577455
1722032283,-7.2207928,112.7641356
1722032290,-7.2208448,112.7629324
1722032297,-7.2209007,112.7617295
1722032300,-7.220914,112.765652
1722032307,-7.2209411,112.7579904
1722032310,-7.2209319,112.7586187
1722032321,-7.2210448,112.7640733
1722032322,-7.221101,112.7628081
1722032326,-7.2211417,112.7557207
1722032328,-7.2211186,112.7655816
1722032343,-7.2212786,112.765539
1722032359,-7.2212955,112.7640287
1722032360,-7.2213647,112.7627292
1722032361,-7.2213922,112.7654947
1722032362,-7.2215456,112.7654437
1722032368,-7.22158,112.7574107
1722032370,-7.2216015,112.7574955
1722032390,-7.2216166,112.7639651
1722032396,-7.2216615,112.7578238
1722032404,-7.2217185,112.7612747
1722032405,-7.2216924,112.7626442
1722032406,-7.221757,112.7584151
1722032424,-7.221833,112.7573167
1722032427,-7.2218191,112.7639318
1722032434,-7.2218858,112.7561254
1722032438,-7.2219041,112.7620068
1722032445,-7.2219891,112.7600616
1722032449,-7.2220025,112.7583534
1722032451,-7.2220054,112.7652701
1722032461,-7.2221248,112.7576498
1722032472,-7.2222766,112.7582594
1722032475,-7.2222693,112.7561763
1722032478,-7.2222615,112.7638591
1722032480,-7.2222975,112.7611775
1722032482,-7.2222906,112.7570274
1722032483,-7.2224787,112.7581689
1722032499,-7.2227037,112.7611682
1722032504,-7.2228609,112.7562508
1722032506,-7.2230717,112.761115
1722032519,-7.2229148,112.7565142
1722032520,-7.2229924,112.7568206
1722032523,-7.2231992,112.7578459
1722032540,-7.2234317,112.758663
1722032546,-7.2236765,112.7563486
1722032547,-7.223709,112.7565307
1722032551,-7.2239103,112.7575344
1722032552,-7.2240394,112.7563763
1722032557,-7.2240604,112.7560761
1722032558,-7.2241129,112.7583334
1722032560,-7.2247112,112.7571982
1722049149,-7.2133915,112.7550202
1722049150,-7.2133899,112.7556101
1722049152,-7.2134402,112.7571195
1722049153,-7.2134446,112.7573545
1722049154,-7.2135437,112.7550197
1722049155,-7.213598,112.7540848
1722049156,-7.213624,112.7536588
1722049157,-7.2136869,112.7527827
1722049158,-7.2139629,112.7577811
1722049159,-7.2139973,112.7527739
1722049161,-7.2141118,112.7537063
1722049163,-7.2142336,112.7582983
1722049164,-7.2143295,112.7526353
1722049166,-7.2144027,112.759795
1722049171,-7.2149493,112.7541942
1722049192,-7.2160968,112.7513833
1722049193,-7.2160654,112.7568634
1722049195,-7.2161903,112.7573699
1722049197,-7.2163535,112.7592928
1722049199,-7.216358,112.7592287
1722049201,-7.2165698,112.7513181
1722049202,-7.2166262,112.7518784
1722049204,-7.2167363,112.752894
1722049208,-7.2171531,112.7495333
1722049211,-7.2171829,112.7518258
1722049213,-7.2172841,112.7524171
1722049216,-7.2172996,112.749803
1722049229,-7.2178702,112.7492737
1722049231,-7.2180035,112.7496915
1722049232,-7.2179855,112.7498741
1722049234,-7.2180632,112.7487835
1722049237,-7.2181539,112.7492826
1722049238,-7.2181647,112.7506501
1722049241,-7.2182384,112.7580391
1722049244,-7.2182238,112.752128
1722049245,-7.2183397,112.7486906
1722049252,-7.2186831,112.7520357
1722049261,-7.218891,112.7598138
1722049262,-7.2189762,112.7483963
1722049263,-7.2189563,112.7511897
1722049264,-7.2190284,112.7478476
1722049267,-7.2191807,112.7483754
1722049268,-7.2195182,112.7478395
1722049270,-7.2195718,112.7483388
1722049277,-7.2201537,112.7490679
1722049279,-7.2201673,112.7482807
1722049284,-7.2206537,112.7481061
1722049286,-7.2207764,112.7495196
1722049288,-7.2209906,112.7471656
1722049300,-7.2213684,112.7480031
1722049303,-7.2214938,112.7496872
1722049312,-7.2221747,112.7486891
1722049314,-7.2221578,112.7503411
1722049316,-7.2223168,112.7486002
1722049317,-7.2223561,112.7485525
1722049319,-7.2224545,112.7497601
1722049324,-7.2226446,112.7622425
1722049325,-7.2226683,112.7634455
1722049327,-7.2227155,112.7489767
1722049328,-7.2226959,112.7496759
1722049329,-7.2227574,112.7637691
1722049337,-7.2229765,112.749412
1722049339,-7.2230807,112.749247
1722049346,-7.2234779,112.7500794
1722049348,-7.2236002,112.7528207
1722049350,-7.2241714,112.7547446
1722049351,-7.2243798,112.7538326
1722049354,-7.2244355,112.7559223
1722049355,-7.2244812,112.7546353
1722049357,-7.2245273,112.7562821
1722049358,-7.2246163,112.7553901
1722049363,-7.224808,112.754534
1722049366,-7.2248454,112.7578739
1722049367,-7.2248856,112.7554252
1722049369,-7.2249415,112.7535212
1722049371,-7.2249894,112.7542757
1722049372,-7.2251198,112.7544672
1722049374,-7.2251987,112.7580829
1722049375,-7.2252191,112.7554767
1722049376,-7.2252179,112.7533356
1722049378,-7.2254069,112.7543982
1722049380,-7.2255115,112.7581143
1722049381,-7.2255072,112.7555048
1722049384,-7.2257757,112.7555432
1722049385,-7.2258127,112.7544188
1722049387,-7.2258294,112.7544211
1722049388,-7.2258461,112.7531298
1722049389,-7.2259515,112.7534406
1722049390,-7.2260843,112.7555851
1722049394,-7.226141,112.7544563
1722049395,-7.2261103,112.755102
1722049396,-7.2261968,112.754465
1722049398,-7.2264021,112.7533006
1722049400,-7.2265291,112.756722
1722049402,-7.2265357,112.7551374
1722049403,-7.2265874,112.753798
1722049405,-7.2266071,112.7545283
1722049407,-7.2266802,112.7540168
1722049409,-7.2267573,112.7519361
1722049410,-7.2267231,112.7567429
1722049411,-7.2268732,112.7585906
1722049413,-7.2269265,112.7569865
1722049414,-7.2269859,112.7551802
1722049415,-7.2271873,112.7562897
1722049421,-7.2271197,112.7557215
1722049422,-7.2271009,112.7545874
1722049423,-7.2271985,112.7552054
1722049424,-7.2271846,112.7572302
1722049425,-7.2272673,112.7585301
1722049426,-7.2273336,112.7568216
1722049429,-7.2273762,112.7565526
1722049431,-7.2273848,112.7557599
1722049432,-7.2274954,112.7552284
1722049433,-7.2275208,112.7550595
1722049434,-7.227555,112.756858
1722049435,-7.2275744,112.7546436
1722049436,-7.2275637,112.7528357
1722049437,-7.2276301,112.7564046
1722049438,-7.2276406,112.7562907
1722049440,-7.2277105,112.7558062
1722049444,-7.2277666,112.7550695
1722049445,-7.2278541,112.7532538
1722049446,-7.2278472,112.7568832
1722049447,-7.2278976,112.7564249
1722049449,-7.2280469,112.7534462
1722049450,-7.228044,112.7545478
1722049451,-7.2281157,112.7569193
1722049452,-7.2281696,112.756454
1722049453,-7.2281945,112.754919
1722049456,-7.2283709,112.7569468
1722049458,-7.2284201,112.7564895
1722049459,-7.2284358,112.7556132
1722049461,-7.228617,112.7569865
1722049462,-7.2286014,112.7547977
1722049463,-7.2286552,112.7565267
1722049464,-7.2286287,112.758119
1722049465,-7.228838,112.7570125
1722049467,-7.2288968,112.7565515
1722049469,-7.2290773,112.7570406
1722049470,-7.2291353,112.7565791
1722049471,-7.2293964,112.7570828
1722049473,-7.2294494,112.7566158
1722049474,-7.2294691,112.7560574
1722049476,-7.2298845,112.7571316
1722049479,-7.2301693,112.7571397
1722083206,-7.2216223,112.7450143
1722083207,-7.2216609,112.744729
1722083213,-7.2220488,112.7407339
1722083215,-7.2220372,112.745114
1722083223,-7.222223,112.7442336
1722083224,-7.2222462,112.7462553
1722083233,-7.2224707,112.7461684
1722083235,-7.2224574,112.748457
1722083238,-7.222512,112.7444847
1722083239,-7.2225332,112.7476551
1722083241,-7.2225628,112.7465158
1722083242,-7.2225618,112.7447093
1722083243,-7.2225991,112.7412872
1722083249,-7.2226443,112.7451076
1722083252,-7.2227078,112.747034
1722083253,-7.2228402,112.7450399
1722083258,-7.2229742,112.7459164
1722083259,-7.222969,112.7456387
1722083262,-7.2231464,112.744938
1722083264,-7.2231589,112.7474204
1722083268,-7.2231812,112.7487682
1722083279,-7.2234227,112.7456575
1722083281,-7.2234863,112.7448388
1722083284,-7.2236049,112.7457587
1722083285,-7.2236422,112.743332
1722083287,-7.2235438,112.7449825
1722083291,-7.2238714,112.7432873
1722083292,-7.2239534,112.7447031
1722083293,-7.2239601,112.7429384
1722083294,-7.224017,112.743252
1722083295,-7.2240584,112.7449283
1722083297,-7.2240737,112.744321
1722083299,-7.2243146,112.7431921
1722083301,-7.2243802,112.7442591
1722083302,-7.2245762,112.7431591
1722083304,-7.2248174,112.7443793
1722083305,-7.224808,112.7419681
1722083307,-7.2248264,112.7431381
1722083308,-7.2252268,112.7417971
1722083309,-7.2254363,112.7449595
1722083312,-7.2338214,112.7800172
1722083313,-7.2347672,112.7800196
1722083318,-7.234929,112.777691
1722083320,-7.2351395,112.7772738
1722083321,-7.2353116,112.7767926
1722083322,-7.2354548,112.7731923
1722083327,-7.2356386,112.7761151
1722083330,-7.2357721,112.774091
1722083335,-7.235871,112.7766324
1722083339,-7.2359735,112.7758627
1722083346,-7.2362563,112.7765256
1722083349,-7.2364078,112.776893
1722083351,-7.2364994,112.7772206
1722083355,-7.2366143,112.775479
1722083356,-7.2366263,112.7757676
1722083357,-7.2366836,112.7760367
1722083364,-7.2368867,112.7767562
1722083370,-7.2369892,112.7774537
1722083371,-7.2370127,112.7775889
1722083372,-7.2370408,112.7776799
1722083373,-7.2371581,112.7737842
1722083376,-7.2371358,112.7782515
1722083378,-7.23716,112.7783794
1722083379,-7.2372182,112.7786717
1722083380,-7.2372998,112.7789296
1722083383,-7.2373686,112.7792283
1722083385,-7.237453,112.7795782
1722083386,-7.2375062,112.780295
1722083390,-7.2376586,112.7810407
1722083392,-7.2377037,112.7813266
1722083396,-7.237751,112.7816709
1722083397,-7.2377774,112.7818483
1722083417,-7.2386491,112.773279
1722083421,-7.2388267,112.7729021
1722083423,-7.2389831,112.7823649
1722083430,-7.2393314,112.7727283
1722083431,-7.2397052,112.7748733
1722083432,-7.2393913,112.7730273
1722083439,-7.2394898,112.7735487
1722083442,-7.2395197,112.7738029
1722083444,-7.2395283,112.7738535
1722083449,-7.2396261,112.7743691
1722083450,-7.2399663,112.7764957
1722083452,-7.2397144,112.7749329
1722083454,-7.2397672,112.7752687
1722083455,-7.2398722,112.7758833
1722083456,-7.2398974,112.776012
1722083457,-7.2399441,112.7763669
1722083459,-7.2400173,112.7767778
1722083460,-7.2400354,112.7768519
1722083464,-7.2402793,112.7781665
1722083465,-7.2403618,112.7785628
1722083466,-7.2404273,112.7788848
1722083467,-7.2404908,112.7792532
1722083469,-7.2405443,112.7796062
1722083471,-7.2406009,112.7800568
1722083472,-7.2406518,112.7803485
1722083473,-7.2407097,112.780604
1722083476,-7.2407529,112.7808675
1722083479,-7.2408543,112.7814469
1722083480,-7.2408693,112.7815424
1722083483,-7.2409162,112.7707641
1722083484,-7.2409564,112.7820194
1722083485,-7.2410113,112.7823159
1722083487,-7.2410609,112.7826609
1722083488,-7.2411496,112.7706903
1722083491,-7.2411095,112.7829764
1722083493,-7.24117,112.7833217
1722083495,-7.2413536,112.7706459
1722083496,-7.2414273,112.7625787
1722083498,-7.2414951,112.7630315
1722083499,-7.2415715,112.7705852
1722083507,-7.2417983,112.7725151
1722083508,-7.2417937,112.7705424
1722083509,-7.2419046,112.7723085
1722083513,-7.24202,112.7728441
1722083515,-7.2420514,112.7730557
1722083516,-7.2421082,112.7733559
1722083517,-7.2421498,112.7755564
1722083522,-7.2421842,112.7735825
1722083523,-7.2422388,112.7758742
1722083529,-7.2423228,112.7627476
1722083530,-7.2423867,112.7740641
1722083534,-7.2423801,112.7675204
1722083535,-7.2424615,112.7632151
1722083538,-7.2425371,112.7635892
1722083543,-7.2426021,112.7681343
1722083545,-7.2426134,112.7683583
1722083546,-7.2426799,112.7743436
1722083552,-7.2428988,112.778176
1722083554,-7.2431115,112.7634459
1722083559,-7.2430949,112.7630424
1722083560,-7.243126,112.7791285
1722083572,-7.2432972,112.7797919
1722083579,-7.2435817,112.7674327
1722083589,-7.2437195,112.76738
1722083594,-7.2437604,112.7679415
1722083598,-7.2438461,112.7665888
1722083606,-7.2439435,112.7640643
1722083614,-7.2440964,112.7672555
1722083617,-7.2442182,112.768653
1722163996,-7.218392,112.7855406
1722164053,-7.2220818,112.7824443
1722164055,-7.2221159,112.7828422
1722164058,-7.2221263,112.7834932
1722164060,-7.2220808,112.7839128
1722164069,-7.2220666,112.7840875
1722164078,-7.2229955,112.7840995
1722164081,-7.2230867,112.7846176
1722164084,-7.2231459,112.7849732
1722164087,-7.2232163,112.7853891
1722164093,-7.2233789,112.7863354
1722164101,-7.2234369,112.7873914
1722164107,-7.2235231,112.7790008
1722164122,-7.2238749,112.7823409
1722164125,-7.2238827,112.7789004
1722164138,-7.2239108,112.7827453
1722164140,-7.2239749,112.783408
1722164145,-7.224032,112.7838809
1722164147,-7.2239956,112.7815473
1722164151,-7.2241004,112.7815307
1722164153,-7.2241351,112.787467
1722164154,-7.2242451,112.7787821
1722164177,-7.2244318,112.7839594
1722164180,-7.224418,112.7814805
1722164192,-7.2247426,112.7786879
1722164197,-7.2248227,112.7838915
1722164198,-7.2247811,112.7814165
1722164211,-7.2250483,112.7786305
1722164213,-7.2251719,112.78129
1722164224,-7.225417,112.7812444
1722164228,-7.2255177,112.7862258
1722164243,-7.2254975,112.7785331
1722164247,-7.225576,112.7785152
1722164249,-7.2256537,112.7820572
1722164250,-7.2256781,112.7834956
1722164251,-7.2257189,112.782331
1722164253,-7.2257577,112.7876847
1722164254,-7.2260172,112.7834405
1722164271,-7.2263479,112.7832603
1722164343,-7.2274677,112.7832252
1722164345,-7.2275045,112.781566
1722164350,-7.2275302,112.781468
1722164354,-7.2276009,112.7813085
1722164381,-7.228302,112.7841231
1722164385,-7.2285517,112.7805663
1722164401,-7.228731,112.7837168
1722164406,-7.2288153,112.7766044
1722164408,-7.2288487,112.7769917
1722164415,-7.2288332,112.7867565
1722164435,-7.2288602,112.7869204
1722164448,-7.2291877,112.7837223
1722164450,-7.2291537,112.7792014
1722164453,-7.229192,112.7793438
1722164467,-7.2293427,112.7802399
1722164474,-7.2293178,112.7862015
1722164476,-7.2294063,112.7811471
1722164478,-7.2293961,112.7865842
1722164482,-7.2294266,112.7867312
1722164486,-7.229476,112.7869721
1722164504,-7.2295952,112.7811712
1722164513,-7.2298115,112.779196
1722164515,-7.2297876,112.7775205
1722164517,-7.2298183,112.7793537
1722164533,-7.2299473,112.7838814
1722164541,-7.2300196,112.7885667
1722164543,-7.2300398,112.7766831
1722164547,-7.2302697,112.7871268
1722164554,-7.2302477,112.7838353
1722164558,-7.2305407,112.7837903
1722164560,-7.2303384,112.7889157
1722164564,-7.2303941,112.7754232
1722164573,-7.2307147,112.785542
1722164575,-7.2306987,112.7778273
1722164584,-7.2307571,112.7783659
1722164591,-7.2308586,112.7789951
1722164593,-7.2309451,112.7865642
1722164599,-7.2309135,112.7868973
1722164600,-7.2309154,112.7791443
1722164602,-7.2309748,112.7875609
1722164609,-7.231025,112.7881563
1722164613,-7.2310005,112.7794077
1722164617,-7.2311506,112.7752499
1722164619,-7.2311251,112.7848261
1722164627,-7.2311362,112.7776381
1722164629,-7.2312748,112.7853204
1722164632,-7.2313197,112.7815453
1722164655,-7.2315439,112.7886816
1722164656,-7.2315595,112.7811909
1722164658,-7.2317571,112.7774074
1722164662,-7.2318392,112.7865497
1722164681,-7.2319359,112.7877874
1722164692,-7.2320952,112.7844976
1722164722,-7.2321799,112.7786489
1722164723,-7.232222,112.7787567
1722164737,-7.2322284,112.7876719
1722164738,-7.232314,112.7731428
1722164745,-7.2323387,112.7885731
1722164749,-7.2324096,112.7891433
1722164761,-7.2324887,112.7849522
1722164762,-7.2324929,112.7763299
1722164767,-7.2326604,112.7770521
1722164768,-7.2327942,112.7775807
1722164770,-7.2326406,112.7908247
1722164779,-7.2327305,112.7843229
1722164785,-7.2327494,112.7783794
1722164788,-7.2328952,112.7785756
1722164796,-7.2328319,112.7933512
1722164804,-7.2330206,112.7809194
1722164809,-7.2331479,112.7781872
1722164810,-7.2332039,112.7852421
1722164820,-7.2332181,112.7815952
1722164827,-7.2332578,112.7840819
1722164832,-7.2332678,112.7784428
1722164843,-7.2333778,112.773943
1722164847,-7.2334043,112.77431
1722164848,-7.2333943,112.7786663
1722164854,-7.2334604,112.7748384
1722164865,-7.2334866,112.7752382
1722164869,-7.2335143,112.7755243
1722164870,-7.2333344,112.7854255
1722164871,-7.2335118,112.7758365
1722164873,-7.2335348,112.7913784
1722164875,-7.2335204,112.7929503
1722164885,-7.2336083,112.7790348
1722164888,-7.2336405,112.7772351
1722164890,-7.2336649,112.7791252
1722164893,-7.2336996,112.7913761
1722164906,-7.2337713,112.7839081
1722164909,-7.2337608,112.7937477
1722164915,-7.2338152,112.7929451
1722164918,-7.2338221,112.7915768
1722164923,-7.2338893,112.7770749
1722164924,-7.2339239,112.7804585
1722164930,-7.2340734,112.7810952
1722164932,-7.2340417,112.7755862
1722164934,-7.2341239,112.7814807
1722164936,-7.2340993,112.7941919
1722164938,-7.2341599,112.7929523
1722164940,-7.2341568,112.7919831
1722164942,-7.2341793,112.7768871
1722164943,-7.2341123,112.7937489
1722164944,-7.2343094,112.7826583
1722164946,-7.2343394,112.7754408
1722164951,-7.2344489,112.7767335
1722164953,-7.2344666,112.7943534
1722164958,-7.2344786,112.7937582
1722164960,-7.2345778,112.7753267
1722164963,-7.2346104,112.7929618
1722164964,-7.2347021,112.7766034
1722164966,-7.2355301,112.791089
1722164975,-7.2348278,112.7752194
1722164981,-7.2348207,112.7937566
1722164985,-7.2348536,112.7813162
1722164995,-7.2350003,112.7929818
1722164996,-7.2350268,112.7933358
1722164998,-7.2350972,112.7829817
1722165001,-7.2350852,112.7750822
1722165005,-7.2351066,112.7937484
1722165009,-7.235196,112.7938581
1722165017,-7.2352182,112.7763527
1722165020,-7.2351754,112.7946136
1722165022,-7.2352506,112.7749928
1722165027,-7.2355865,112.7934204
1722165029,-7.2356933,112.7910965
1722165030,-7.2357035,112.7938186
1722165046,-7.2357407,112.780978
1722165047,-7.2361432,112.7897372
1722165048,-7.2361481,112.7901344
1722165050,-7.2361789,112.7910916
1722165062,-7.2361612,112.7938343
1722165063,-7.2361708,112.7945476
1722165068,-7.236931,112.7921726
1722165069,-7.2369538,112.7935724
1722165083,-7.2373301,112.7901216
1722165084,-7.2372989,112.7949752
1722165085,-7.2373109,112.7942429
1722165086,-7.2373504,112.7905312
1722165087,-7.2373491,112.7937791
1722165088,-7.2373788,112.7910792
1722165090,-7.2375034,112.7930173
1722165091,-7.2375396,112.7935115
1722165105,-7.2385519,112.790986
1722165107,-7.2385903,112.7931772
1722165111,-7.239088,112.7931549
1722165113,-7.2390204,112.790969
1722165114,-7.2394735,112.7909548
1722165117,-7.2395167,112.7931473
1722165121,-7.2399428,112.790948
1722165123,-7.2400207,112.7931276
1722165127,-7.2403848,112.7909396
1722165130,-7.2404728,112.7930968
1722165133,-7.2408594,112.7909179
1722165136,-7.2409305,112.7930726
1722165139,-7.2413179,112.7908856
1722165141,-7.2413755,112.7930316
1722165143,-7.2418097,112.7908808
1722165149,-7.2418385,112.7930046
1722165151,-7.2423111,112.792997
1722165153,-7.2422422,112.7908492
1722165157,-7.2423407,112.7936043
1722165159,-7.2423592,112.7948706
1722165161,-7.2427065,112.7908352
1722165162,-7.2427552,112.7929782
1722165163,-7.2427272,112.7935894
1722165164,-7.2427571,112.7948135
1722165172,-7.2431343,112.7935748
1722165174,-7.2431865,112.7948005
1722165178,-7.2434569,112.7929694
1722165182,-7.2435461,112.7935652
1722165183,-7.2435996,112.7947892
1722165184,-7.2438829,112.7908277
1722165185,-7.2439564,112.7929387
1722165186,-7.2439786,112.7935403
1722165195,-7.2440117,112.7947732
1722165197,-7.244386,112.7935301
1722165199,-7.2444323,112.7908004
1722165201,-7.244446,112.7947759
1722165202,-7.2444643,112.7929318
1722165203,-7.2445891,112.7935228
1722165204,-7.2449583,112.7907897
1722165205,-7.2450382,112.7929215
1722165206,-7.2454887,112.7907682
1722165207,-7.2455555,112.7929024
1722165213,-7.2460233,112.790755
1722165215,-7.246083,112.7928768
1722165217,-7.2465768,112.7907169
1722165219,-7.2466219,112.7928643
1722165220,-7.2471499,112.7906813
1722165221,-7.2471744,112.7928472
1722165225,-7.2477386,112.7928476
1722165227,-7.2480945,112.7904792
