osmid,lat,lon
266142892,-7.249906,112.7629799
266142985,-7.2518364,112.7619479
266145340,-7.253081,112.7664547
266145342,-7.2530148,112.766181
266145352,-7.2523017,112.7626884
266145355,-7.2519654,112.7618748
266432600,-7.2466242,112.7581813
266432607,-7.242705,112.7590998
266432762,-7.2432625,112.7612083
266432805,-7.2421109,112.7575235
266432806,-7.2425584,112.7591111
266432988,-7.2453067,112.7691012
266432989,-7.2452776,112.7688474
266432990,-7.244793,112.7670864
266432992,-7.2440452,112.7640289
266433223,-7.2454647,112.7690861
266433237,-7.251877,112.7912433
266433241,-7.2530203,112.7953771
266433428,-7.2524757,112.7943188
266433429,-7.2520133,112.7925759
266433434,-7.2490503,112.7820581
266433439,-7.2467805,112.7742018
266433442,-7.2454401,112.7696079
266433667,-7.2492332,112.7630857
266433670,-7.2479986,112.763254
266433671,-7.2466473,112.7634042
266433673,-7.2461278,112.7635095
266433677,-7.244661,112.7638867
266436555,-7.2478329,112.7688079
266436557,-7.2478782,112.7690035
266436743,-7.2502114,112.7683309
266436747,-7.2487745,112.7689357
266436750,-7.2468189,112.7690216
266436973,-7.2487071,112.7687082
266436978,-7.2511131,112.7675964
266436998,-7.2531468,112.7666337
266437235,-7.2485626,112.7631681
266437495,-7.2490675,112.7651939
266437499,-7.2498166,112.7682897
266437502,-7.2489822,112.7648058
266437559,-7.2503323,112.7648889
267071118,-7.240111,112.7533412
267071122,-7.2378026,112.7541635
267071406,-7.2287603,112.7514173
267072251,-7.2264082,112.7463204
267072414,-7.2251109,112.7410498
267072415,-7.2251328,112.7410795
267072417,-7.2253754,112.7409912
267072420,-7.2252854,112.7411133
267072422,-7.2253146,112.7408629
267072532,-7.2222785,112.7405769
267072595,-7.2399097,112.7501303
267072597,-7.2392884,112.7479251
267072598,-7.2388112,112.7463218
267072599,-7.238446,112.7450231
267072642,-7.233886,112.7430175
267072654,-7.2301142,112.7456882
267072768,-7.234313,112.7430645
267072818,-7.2343123,112.7427185
267072820,-7.2347763,112.7432645
267072882,-7.2344192,112.7436626
267072934,-7.2349689,112.746385
267072975,-7.237211,112.7464
267072990,-7.2354015,112.7490635
267073172,-7.2364815,112.7516975
267073378,-7.2324149,112.7489964
267073380,-7.2324836,112.7494702
267073390,-7.2329395,112.7524604
267073396,-7.2340681,112.7539546
267073397,-7.2341723,112.7542386
267073401,-7.2342551,112.7544666
267073417,-7.2350229,112.7491266
267073448,-7.2292001,112.7492164
267073463,-7.2340694,112.7494765
267073516,-7.2293641,112.7498322
267073778,-7.2320856,112.7468951
267073779,-7.2322562,112.7473887
267073849,-7.2327545,112.7433931
267073888,-7.23416,112.7426648
267073915,-7.2363086,112.743208
267073918,-7.2383104,112.7444766
267074007,-7.2373896,112.7410387
267074008,-7.2369858,112.7396127
267074009,-7.2367771,112.7387457
267074105,-7.2347167,112.739548
267074150,-7.2371172,112.7386423
267074157,-7.2402252,112.7387723
267074158,-7.2406679,112.7389783
267074162,-7.2424134,112.7394074
267074228,-7.2361064,112.7363308
267074231,-7.2354602,112.7346265
267074234,-7.2347083,112.7322095
267074235,-7.2344261,112.7310357
267074285,-7.2342527,112.730754
267074288,-7.2332814,112.7308075
267074293,-7.2308106,112.7316935
267074295,-7.2292745,112.7323045
267074297,-7.227157,112.7333817
267074304,-7.2251886,112.7349978
267074305,-7.2247188,112.7358497
267074311,-7.2237984,112.7384278
267078984,-7.241906,112.7333746
267079018,-7.2407862,112.7338571
267079024,-7.2395384,112.7340259
267079029,-7.2373121,112.734189
267079213,-7.2384594,112.7374234
267079295,-7.2327306,112.7277523
267079303,-7.2327178,112.7228816
267079304,-7.2324428,112.7213462
267079305,-7.2319163,112.7192687
267079308,-7.2304736,112.7120251
267080692,-7.2368907,112.7203851
267080831,-7.243944,112.7199663
270391450,-7.289345,112.7599831
270391748,-7.3049009,112.758902
270391756,-7.308234,112.7682271
270391758,-7.2794532,112.7622208
270391759,-7.280621,112.772023
270391760,-7.2806967,112.7809637
270391762,-7.2794567,112.7898828
270391788,-7.2746376,112.7980356
270391790,-7.2744075,112.7978615
270391791,-7.2711399,112.7969573
270391792,-7.2635568,112.7956818
270391795,-7.2574531,112.7958759
270391821,-7.2768303,112.7491942
270391823,-7.2737751,112.7470717
